Specimen|Name|Speed|odds|dna|Life|incubMin|atk1|atk1p|atk2|atk2p|bank|unlockattack|Type|reciper|abilities|abilityPct1|abilityPct2|orbSlots
Specimen_AF_14| Black I.C.E.|100|20| AF|1351|60| 687| 975| 687| 975|42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_14x[A-F][A-F]_*+AF_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-10|-50| n;n;s
Specimen_BA_14| No Name|200|0| BA|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_14x[A-F][A-F]_*+BA_14x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BB_14| No Name|200|0| BB|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_14x[A-F][A-F]_*+BB_14x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BC_14| Perfitrouille|110|0| BC|1432|60| 834| 1518| 834| 1588|42| 1:1:b;2:5:c;2p:15:c;1p:10:b| SEASONAL| | 1:ability_regen;2:ability_regen_plus|20|35| n;n;s
Specimen_BD_14| Greensward Rager|215|20| BD|2386|60| 684| 1086| 684| 1086|42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_14x[A-F][A-F]_*+BD_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-30|-50| n;n;s
Specimen_BE_14| No Name|200|0| BE|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_14x[A-F][A-F]_*+BE_14x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BF_14| No Name|200|0| BF|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:f;2p:15:f;1p:10:b| LEGEND| BF_14x[A-F][A-F]_*+BF_14x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_CA_14| Breakmaster|210|0| CA|2466|60| 1233| 2024| 870:AOE| 1477:AOE|42| 1:1:c;2:5:a;2p:15:a;1p:10:c| GACHA| | 1:ability_retaliate;2:ability_retaliate_plus|-10|-20| n;n;s
Specimen_CB_14| Fleet Captain Blackbeard|290|20| CB|2511|60| 748| 1731| 748| 1265:AOE|42| 1:1:c;2:5:b;2p:15:b;1p:10:c| HEROIC| CB_14x[A-F][A-F]_*+CB_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-25|-40| n;n;n;s
Specimen_CC_14| Blue King|320|0| CC|2882|60| 944| 1441| 633:AOE| 1014:AOE|45| 1:1:c;2:5:c;1p:10:c;2p:15:c| GACHA| | 1:ability_strengthen;2:ability_strengthen_plus|40|80| n;n;s
Specimen_CD_14| Don Gamberetti|260|20| CD|1972|60| 1277| 1972| 1277| 1972|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| HEROIC| CD_14x[A-F][A-F]_*+CD_14x[A-F]_*| 1:ability_shield;2:ability_shield_plus|30|45| n;n;n;s
Specimen_CE_14| No Name|200|0| CE|1130|60| 312| 468| 312| 468|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| CE_14x[A-F][A-F]_*+CE_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CF_14| No Name|200|0| CF|1130|60| 312| 468| 312| 468|42| 1:1:c;2:5:f;2p:15:f;1p:10:c| LEGEND| CF_14x[A-F][A-F]_*+CF_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_DA_14| B.U.N. Overmind|135|0| DA|2999|60| 930| 1755| 930| 1755|42| 1:1:d;2:5:a;2p:15:a;1p:10:d| SEASONAL| | 1:ability_strengthen;2:ability_strengthen_plus|15|25| n;n;s
Specimen_DB_14| The Crawling Madness|280|0| DB|3987|60| 954| 1778| 954| 986:AOE|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| SEASONAL| | 1:ability_slash;2:ability_slash_plus|-15|-40| n;n;s
Specimen_DC_14| Jurassic Terror|290|0| DC|3877|60| 1527| 2047| 1527| 2047|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus|-30|-60| n;n;s
Specimen_DD_14| Bestial Overlord|280|20| DD|2441|60| 977| 1488| 695:AOE| 1182:AOE|42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_14x[A-F][A-F]_*+DD_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-20|-40| n;n;s
Specimen_DE_14| Supermassive Infinity|265|0| DE|4666|60| 1277| 1994| 1277| 1994|45| 1:1:d;2:5:e;2p:15:e;1p:10:d| CAPTAINPEACE| DE_14x[A-F][A-F]_*+DE_14x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|60| n;n;s
Specimen_DF_14| No Name|200|0| DF|1130|60| 312| 468| 312| 468|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_14x[A-F][A-F]_*+DF_14x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_EA_14| No Name|200|0| EA|1130|60| 312| 468| 312| 468|42| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| EA_14x[A-F][A-F]_*+EA_14x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EB_14| No Name|200|0| EB|1130|60| 312| 468| 312| 468|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| LEGEND| EB_14x[A-F][A-F]_*+EB_14x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EC_14| No Name|200|0| EC|1130|60| 312| 468| 312| 468|42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_14x[A-F][A-F]_*+EC_14x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_ED_14| Hydrydra|290|20| ED|2855|60| 1477| 1933| 966:AOE| 1477:AOE|42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_14x[A-F][A-F]_*+ED_14x[A-F]_*| 1:ability_shield;2:ability_shield_plus|25|30| n;n;s
Specimen_EE_14| No Name|200|0| EE|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| LEGEND| EE_14x[A-F][A-F]_*+EE_14x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EF_14| K'Yu T'ypaÃ¯|110|0| EF|2114|60| 755| 1088| 411:AOE| 766:AOE|42| 1:1:e;2:5:f;2p:15:f;1p:10:e| SEASONAL| | 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FA_14| No Name|200|0| FA|1130|60| 312| 468| 312| 468|42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_14x[A-F][A-F]_*+FA_14x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FB_14|Zagam, Great King of Greed|245|0| FB|6666| 60| 1666| 2351| 1666|2351| 340| 1:1:f;2:5:b;2p:15:b;1p:10:f| CAPTAINPEACE|| 1:ability_weaken;2:ability_weaken_plus|-15| -25| n;n;s
Specimen_FC_14| No Name|200|0| FC|1130|60| 312| 468| 312| 468|42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_14x[A-F][A-F]_*+FC_14x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FD_14| Vanir Queen Freyja|245|0| FD|4088|60| 1241| 2447| 1241| 2447|84| 1:1:f;2:5:d;2p:15:d;1p:10:f| SEASONAL| | 1:ability_regen;2:ability_regen_plus|30|50| n;n;s
Specimen_FE_14| Seraphic Core|235|15| FE|2074|60| 580:AOE| 944:AOE| 948| 1460|42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_14x[A-F][A-F]_*+FE_14x[A-F]_*| 1:ability_regen;2:ability_regen_plus|20|50| n;n;s
Specimen_FF_14| Twilight Prophet|280|0| FF|1130|60| 814| 3017| 1331| 2024:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| SEASONAL| | 1:ability_shield;2:ability_shield_plus|25|40| n;n;s
Specimen_A_14| Automaton|165|20| A|1688|60| 744| 1111| 531:AOE| 821:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| A_14x[A-F][A-F]_*+A_14x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-30|-40| n;n;s
Specimen_B_14| Spectroplasm|185|20| B|1951|60| 721| 1029| 561:AOE| 721:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| B_14x[A-F][A-F]_*+B_14x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-30|-40| n;n;s
Specimen_C_14| Gladiator|230|20| C|2244|60| 1124| 1443| 833:AOE| 1124:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| C_14x[A-F][A-F]_*+C_14x[A-F]_*| 1:ability_shield;2:ability_shield_plus|30|45| n;n;s
Specimen_D_14| No Name|300|0| D|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_E_14| Spiraxia|245|20| E|2055|60| 944| 1367| 654:AOE| 976:AOE|42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| E_14x[A-F][A-F]_*+E_14x[A-F]_*| 1:ability_regen;2:ability_regen_plus|35|50| n;n;s
Specimen_F_14| Magician|170|20| F|1691|60| 784| 1134| 531:AOE| 784:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| F_14x[A-F][A-F]_*+F_14x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|25|35| n;n;s
Specimen_AA_15| No Name|200|20| AA|1130|60|312|468| 156:AOE| 234:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_15x[A-F][A-F]_*+AA_15x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AB_15| Glitchy Heart|185|0| AB|3865|60|1541|2127| 1541| 2127|42| 1:1:a;2:5:b;2p:15:b;1p:10:a| SEASONAL| |  1:ability_retaliate;2:ability_retaliate_plus|-35|-50| n;n;s
Specimen_AC_15| No Name|200|20| AC|1130|60|312|468| 312| 468|42| 1:1:a;2:5:c;2p:15:c;1p:10:a| LEGEND| AC_15x[A-F][A-F]_*+AC_15x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AD_15| No Name|200|20| AD|1130|60|312|468| 312| 468|42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_15x[A-F][A-F]_*+AD_15x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AE_15| No Name|200|20| AE|1130|60|312|468| 312| 468|42| 1:1:a;2:5:e;2p:15:e;1p:10:a| LEGEND| AE_15x[A-F][A-F]_*+AE_15x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AF_15| No Name|200|20| AF|1130|60|312|468| 312| 468|42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_15x[A-F][A-F]_*+AF_15x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_BA_15| No Name|200|20| BA|1130|60|312|468| 312| 468|42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_15x[A-F][A-F]_*+BA_15x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BB_15| No Name|200|20| BB|1130|60|312|468| 156:AOE| 234:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_15x[A-F][A-F]_*+BB_15x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BC_15| No Name|200|20| BC|1130|60|312|468| 312| 468|42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_15x[A-F][A-F]_*+BC_15x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BD_15| No Name|200|20| BD|1130|60|312|468| 312| 468|42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_15x[A-F][A-F]_*+BD_15x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BE_15| No Name|200|20| BE|1130|60|312|468| 312| 468|42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_15x[A-F][A-F]_*+BE_15x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BF_15| No Name|200|20| BF|1130|60|312|468| 312| 468|42| 1:1:b;2:5:f;2p:15:f;1p:10:b| LEGEND| BF_15x[A-F][A-F]_*+BF_15x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_CA_15| No Name|200|20| CA|1130|60|312|468| 312| 468|42| 1:1:c;2:5:a;2p:15:a;1p:10:c| LEGEND| CA_15x[A-F][A-F]_*+CA_15x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CB_15| No Name|200|20| CB|1130|60|312|468| 312| 468|42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_15x[A-F][A-F]_*+CB_15x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CC_15| No Name|200|20| CC|1130|60|312|468| 156:AOE| 234:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_15x[A-F][A-F]_*+CC_15x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CD_15| No Name|200|20| CD|1130|60|312|468| 312| 468|42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_15x[A-F][A-F]_*+CD_15x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CE_15| No Name|200|20| CE|1130|60|312|468| 312| 468|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| CE_15x[A-F][A-F]_*+CE_15x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CF_15| No Name|200|20| CF|1130|60|312|468| 312| 468|42| 1:1:c;2:5:f;2p:15:f;1p:10:c| LEGEND| CF_15x[A-F][A-F]_*+CF_15x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_DA_15| No Name|79|20| DA|1130|60|312|468| 312| 468|42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_15x[A-F][A-F]_*+DA_15x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DB_15| No Name|200|20| DB|1130|60|312|468| 312| 468|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_15x[A-F][A-F]_*+DB_15x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DC_15| No Name|200|20| DC|1130|60|312|468| 312| 468|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_15x[A-F][A-F]_*+DC_15x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DD_15| No Name|200|20| DD|1130|60|312|468| 156:AOE| 234:AOE|42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_15x[A-F][A-F]_*+DD_15x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DE_15| Telluric Starweaver|280|0| DE|5011|60|1843|2621| 1843| 2621|84| 1:1:d;2:5:e;2p:15:e;1p:10:d| SEASONAL| | 1:ability_shield;2:ability_shield_plus|40|60| n;n;s
Specimen_DF_15| No Name|200|20| DF|1130|60|312|468| 312| 468|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_15x[A-F][A-F]_*+DF_15x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_EA_15| No Name|200|20| EA|1130|60|312|468| 312| 468|42| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| EA_15x[A-F][A-F]_*+EA_15x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EB_15| No Name|200|20| EB|1130|60|312|468| 312| 468|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| LEGEND| EB_15x[A-F][A-F]_*+EB_15x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EC_15| No Name|200|20| EC|1130|60|312|468| 312| 468|42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_15x[A-F][A-F]_*+EC_15x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_ED_15| No Name|200|20| ED|1130|60|312|468| 312| 468|42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_15x[A-F][A-F]_*+ED_15x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EE_15| No Name|200|20| EE|1130|60|312|468| 156:AOE| 234:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| LEGEND| EE_15x[A-F][A-F]_*+EE_15x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EF_15| No Name|200|20| EF|1130|60|312|468| 312| 468|42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_15x[A-F][A-F]_*+EF_15x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_FA_15| No Name|200|20| FA|1130|60|312|468| 312| 468|42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_15x[A-F][A-F]_*+FA_15x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FB_15| No Name|200|20| FB|1130|60|312|468| 312| 468|42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_15x[A-F][A-F]_*+FB_15x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FC_15| No Name|200|20| FC|1130|60|312|468| 312| 468|42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_15x[A-F][A-F]_*+FC_15x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FD_15| No Name|200|20| FD|1130|60|312|468| 312| 468|42| 1:1:f;2:5:d;2p:15:d;1p:10:f| LEGEND| FD_15x[A-F][A-F]_*+FD_15x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FE_15| No Name|200|20| FE|1130|60|312|468| 312| 468|42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_15x[A-F][A-F]_*+FE_15x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FF_15| No Name|200|0| FF|1130|60|312|468| 156:AOE| 234:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_15x[A-F][A-F]_*+FF_15x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_A_15| No Name|300|20| A|1130|60|312|468| 342:AOE| 513:AOE|42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| A_15x[A-F][A-F]_*+A_15x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_B_15| No Name|300|20| B|1130|60|312|468| 342:AOE| 513:AOE|42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| B_15x[A-F][A-F]_*+B_15x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_C_15| No Name|300|20| C|1130|60|312|468| 342:AOE| 513:AOE|42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| C_15x[A-F][A-F]_*+C_15x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_D_15| No Name|300|20| D|1130|60|312|468| 342:AOE| 513:AOE|42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| D_15x[A-F][A-F]_*+D_15x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_E_15| No Name|300|20| E|1130|60|312|468| 342:AOE| 513:AOE|42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| E_15x[A-F][A-F]_*+E_15x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_F_15| No Name|300|20| F|1130|60|312|468| 342:AOE| 513:AOE|42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| F_15x[A-F][A-F]_*+F_15x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
