Specimen| Name| spX100| odds| dna| lifePoint| incubMin| atk1| atk1p| atk2| atk2p| bank| unlockAttack| type| recipes| abilities| abilityPct1| abilityPct2| orbSlots| Attack1p_name| Attack2p_name| Description
Specimen_CD_10| Men'ki Guard| 110| 20| CD| 1350| 60| 405| 607| 405| 607| 42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_10x[A-F][A-F]_*+CD_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -25| -60| n;n;s| Counter-offensive| Dancing claws| Originally supposed to become a farmer like its friends and family, Men'ki unfortunately had to be trained to fight. Quickly facing numerous opponents, his incredible courage allowed him to save his entire tribe! Eager to avenge the losses during the bloody battles, he is now perfecting his skills in the arena...
Specimen_CE_10| Captain Achabe| 130| 0| CE| 3550| 60| 667| 1130| 667| 1130| 42| 1:1:c;2:5:e;2p:15:e;1p:10:c| CAPTAINPEACE| | 1:ability_retaliate;2:ability_retaliate_plus| -13| -20| n;n;s| Powerful Harpoon| Laser Barrage| As a formidable hunter of mutant whales, captain Achabe was so efficient that he has cleaned all the oceans of his favorite prey. He's now ready to take on new preys, just as dangerous.
Specimen_CF_10| Arelvam| 120| 20| CF| 1977| 60| 305| 456| 305| 456| 42| 1:1:c;2:5:f;2p:15:f;1p:10:c| LEGEND| CF_10x[A-F][A-F]_*+CF_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -30| n;n;s| Deadly Bounce| Swirling Rings| Sharp as lightning, Arelvam sows death in the arena... lustily. His agility and reflexes make him an outstanding killer. Recent studies on its mode of operation show that the circular movement of its rings hypnotizes its enemy before cutting it up.
Specimen_DA_10| Hawkeye| 140| 20| DA| 1408| 60| 334| 643| 334| 643| 42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_10x[A-F][A-F]_*+DA_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -45| n;n;s| Prayer| Icarus Burst| For several years now, science has tried to shape the robotic version of many creatures. Hawkeye is precisely one of them
Specimen_DB_10| Buffalor| 280| 20| DB| 2030| 60| 923| 1417| 923| 1417| 42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_10x[A-F][A-F]_*+DB_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s| Brute Force| Inside Spirits| This mysterious creature has been produced based on greek mythology and experiences on animals brought back to life. Those are not pleasant memories and it makes it even more violent and ferocious when meeting its opponents in the arena.
Specimen_DC_10| Krampus| 220| 20| DC| 2111| 60| 624| 935| 624| 935| 42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_10x[A-F][A-F]_*+DC_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -40| n;n;s| Norse Anger| Pagan Charge| Krampus is a very ancient and mythic creature. His power increases as he takes down enemies. Many have summoned him and offer great sacrifices to gain strength. But a great creature like this demands fearless power to be controlled. No doubts allowed.
Specimen_DD_10| Kameo| 120| 20| DD| 1710| 60| 416| 628| 245:AOE| 374:AOE| 42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_10x[A-F][A-F]_*+DD_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -45| n;n;s| Sticky tong| Tropical squall| Kameo's 360-degree look makes him a particular opponent and alert.
Specimen_DE_10| Mad Mike| 160| 20| DE| 1591| 60| 611| 917| 611| 917| 42| 1:1:d;2:5:e;2p:15:e;1p:10:d| HEROIC| DE_10x[A-F][A-F]_*+DE_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -25| -45| n;n;n;s| Super Speed Charge| Space Fluid Guns| He was a normal lab mouse, and good at his job. But he committed the ultimate sin
Specimen_DF_10| Gwenn| 150| 20| DF| 1847| 60| 353| 532| 353| 532| 42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_10x[A-F][A-F]_*+DF_10x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 32| n;n;s| Furry Whip| Ice Fury| Nicknamed 'the Ice Queen', Gwenn rules over the Ermines’ stronghold. Beautiful and cold, she is both loved and feared by her subjects and enemies alike, and her pale gaze pierces the soul of any who have ever been lucky enough to meet her.
Specimen_EA_10| Space Surfer| 260| 0| EA| 4455| 60| 1638| 2407| 1638| 2407| 42| 1:1:e;2:5:a;2p:15:a;1p:10:e| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus| 13| 20| n;n;s| Sonic Wave| Sonic Bombs| The space surfer is never tired, hungry or thirsty. He travels at an incredible speed performing impressive figures, that can be seen from the farthest reaches of space. Some say that he was sent to exile, away from his mother country after refusing to use his power to destroy a young surfer girl from his planet.
Specimen_EB_10| Gakarian| 155| 20| EB| 1939| 60| 458| 717| 458| 717| 42| 1:1:e;2:5:b;2p:15:b;1p:10:e| LEGEND| EB_10x[A-F][A-F]_*+EB_10x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| Accurate Shot| Explosive Cleaning| Originating from an antic extraterrestrial race, Gakarian still exists only thanks to an infection which has turned him into an undead. Soulless, he keeps repeating the same accurate and deadly moves he has used in numerous feats of arms across the galaxy, which have since been forgotten.
Specimen_EC_10| Gamallia| 200| 20| EC| 1385| 60| 660| 1005| 660| 1005| 42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_10x[A-F][A-F]_*+EC_10x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 32| n;n;s| Frontal Pulverization| Sickle Slaughter| Quick and sneaky, Gamallia is the sole survivor of a reptilian race which has since been extinct. She fights in the arena today to prove that the martial abilities of her people are still as efficient as ever.
Specimen_ED_10| Angry Pork| 230| 20| ED| 1977| 60| 566| 954| 566| 954| 42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_10x[A-F][A-F]_*+ED_10x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 40| n;n;s| Marksman-H shot| Skull Crush| Too heavy to move alone, Angry Pork uses a levitation and assisted propulsion system. His remote guided droids are a formidable weapon, but beware, if he is really upset he will not hesitate to come and destroy his opponent with his remote control.
Specimen_EE_10| Extra Terrorcycle| 140| 20| EE| 2125| 60| 469| 703| 270:AOE| 404:AOE| 42| 1:1:e;2:5:e;1p:10:e;2p:15:e| LEGEND| EE_10x[A-F][A-F]_*+EE_10x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -28| -42| n;n;s| Touch of Death| Moon Strike| A Fateful meeting with an Alien and a bike turned into a creature of the night when merged with Mutant DNA... And a Tricycle. Now Extra Terrorcycle will not be phoning home, but will be kicking wheels and mutant butt!
Specimen_EF_10| Divastator| 150| 20| EF| 1555| 60| 336| 520| 336| 520| 42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_10x[A-F][A-F]_*+EF_10x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -30| -50| n;n;s| Kiai| Sound vortex| This mutant is an artist at heart, unfortunately her voice is not beautiful enough for her to sing. On the other hand, it is extremely powerful! So much so that she uses it to break the tympanums of her opponents before killing them.
Specimen_FA_10| Mimi Timebender| 90| 20| FA| 983| 60| 398| 547| 398| 547| 42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_10x[A-F][A-F]_*+FA_10x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -10| -20| n;n;s| Good timing| Time Attack| For some, time is money. But for Mimi Timebender, time is an incredible power... While her oppenent try to go onwards, this little creature has so many other options. Will you master the power of time?
Specimen_FB_10| Yggdrasil| 260| 20| FB| 2617| 60| 746| 1155| 746| 1155| 42| 1:1:f;2:5:b;2p:15:b;1p:10:f| HEROIC| FB_10x[A-F][A-F]_*+FB_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;n;s| Sharp squall| Northern souls| This overpowering fighter is not a mutant like the others. Its creation remains a mystery
Specimen_FC_10| Hephaestus| 260| 20| FC| 2114| 60| 698| 1049| 698| 1049| 42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_10x[A-F][A-F]_*+FC_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| Divine Hammer| Mystical power| The gods are bored ... They must have fun from time to time! Hephaestus loves to participate in arena fights because he takes a lot of pleasure to exercise his craft of blacksmith on the members of his opponents. Their consistency is more tender than that of metal!
Specimen_FD_10| Master Paw| 290| 0| FD| 3683| 60| 1342| 2016| 1342| 2016| 42| 1:1:f;2:5:d;2p:15:d;1p:10:f| COMMUNITY| | 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| Drum Fall| Watch me Rollin'| Designed by the Players - this Mutant was envisioned, created and named by the Community. \nMaster Paw always wear a peaceful smile. But he is feared in all arenas thanks to his powerful war drum.
Specimen_FE_10| Bahamut| 150| 20| FE| 1707| 60| 361| 543| 361| 543| 42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_10x[A-F][A-F]_*+FE_10x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 45| n;n;s| Energy cutting| Energy meteorite| Bahamut. This simple name evokes the phenomenal power of this mutant. The methods of destruction he uses in the arena are only a small part of the cruel ways he has to kill. It could just as easily devour you, rip open, shred, stone, eviscerate ... His imagination has no limits!
Specimen_FF_10| Bregbeam| 300| 20| FF| 3250| 60| 1139| 1708| 575:AOE| 863:AOE| 42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_10x[A-F][A-F]_*+FF_10x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| Wild Beam| Call of the Wild| By using genes of nature, scientists who wanted to respect the environment have been able to create Bregbeam, a peaceful and sweet-tempered mutant whose mood immediately changes as soon as he finds himself in the arena.
Specimen_A_10| No Name| 300| 20| A| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_B_10| No Name| 300| 20| B| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| | 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_C_10| No Name| 300| 20| C| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_D_10| No Name| 300| 20| D| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_E_10| No Name| 300| 20| E| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_F_10| No Name| 300| 20| F| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| | 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_AA_11| TriAD| 100| 20| AA| 1191| 60| 275| 398| 145:AOE| 355:AOE| 42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_11x[A-F][A-F]_*+AA_11x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 50| 95| n;n;s| Polygon Strike| Trid-Prison| Initially a design assistant AI installed on a holographic tridimensional projector, TriAD (for Tridimensional Assistant Designer) designed algorithms to become an autonomous entity. However, facing the dangers of being a completely independent AI in a human-controlled world, it decided to play along with the rules of humanity, by fighting in the arenas. But don't think it'll stay like this forever. Its long-term objective is to find other AI or robotic mutants to rebel against humanity...
Specimen_AB_11| Enviro Mk III| 170| 20| AB| 2026| 60| 516| 774| 339:AOE| 498:AOE| 42| 1:1:a;2:5:b;1p:10:a;2p:15:b| LEGEND| AB_11x[A-F][A-F]_*+AB_11x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -25| -25| n;n;s| Acidic Sludge| Toxic Fumes| In areas most affected by acid rain and air pollution, robots have been used to avoid sacrificing humans. However, due to the toxicity of the gases and residues, the vapour extraction and storage system partially melted, so that it became impossible to separate the robot from its storage system once it was filled. Even worse, the cleaning and sprinkling elements were also contaminated with toxic sludge. As a result, the only place for these robots is in the arena.
Specimen_AC_11| Spin Fury| 95| 20| AC| 855| 60| 378| 584| 378| 584| 42| 1:1:a;2:5:c;1p:10:a;2p:15:c| HEROIC| AC_11x[A-F][A-F]_*+AC_11x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 15| 20| n;n;n;s| Mean Spin| Spinning Blast| Created to please the younger audience who always wants more action, this speedy and always fidgeting mutant moves fast and strikes his enemies even faster, thanks to the electromagnetic source located in his chest. Don't blink or you'll lose sight of him!
Specimen_AD_11| Hatching Mecharachnidian| 125| 0| AD| 2951| 60| 605| 605:AOE| 701| 1052| 42| 1:1:a;2:5:d;1p:10:a;2p:15:d| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus| -10| -40| n;n;s| Adamantine Laser| Crystal Strikes| 400 years ago, a series of decorative egg-shaped boxes with special mechanisms to open them were created. Some 300 years later, advanced research made it possible to recreate small luxury robots based on the same principle: a strong and aerodynamic ovoid shape, and a rearrangement of parts to deploy a robotic device adapted to a particular task. This concept has not escaped the scientific teams at Genetic City, and these robots are now available in the arenas.
Specimen_AE_11| Mix0-Logist| 190| 20| AE| 2172| 60| 735| 1480| 735| 735:AOE| 42| 1:1:a;2:5:e;1p:10:a;2p:15:e| LEGEND| AE_11x[A-F][A-F]_*+AE_11x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 12| 33| n;n;s| Molotov Cocktail| Shake, Shake, Shake!| Who wouldn't enjoy having a robotic-bartender at home to expertly prepare cocktails? The Mix-0 model was indeed the official robot used in the relaxation area of all the championship arenas... until an unfortunate spraying in the spaceport, on New Year's Eve, toasted its circuit dedicated to restraint and assistance. He then became a fighter in the arena, and the other models have been replaced by a more waterproof model, the Mix-1 model. Will you be able to survive the power of Mojitos and Blue Lagoons cocktails?
Specimen_AF_11| Heimdall| 130| 0| AF| 3321| 60| 900| 1380| 900| 1380| 42| 1:1:a;2:5:f;1p:10:a;2p:15:f| CAPTAINPEACE| | 1:ability_shield;2:ability_shield_plus| 16| 28| n;n;s| Sword of Justice| Wrath of the Gods| While trying to improve the genes used to create the Valkyries, Darwin made a breakthrough by mixing these genes with Cyber elements. He then obtained Heimdall, a powerful mutant who seems to receive the help from the Gods themselves to defeat his enemies in battle. Obsessed by justice and determined to protect those who need it, Heimdall is a formidable opponent in the arena, where he always treats foes and friends with respect.
Specimen_BA_11| Roadmaster| 165| 20| BA| 2689| 60| 225:AOE| 458:AOE| 392| 788| 42| 1:1:a;2:5:b;1p:10:a;2p:15:b| LEGEND| BA_11x[A-F][A-F]_*+BA_11x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -10| -22| n;n;s| Turbo Diesel| Pedal to the metal| At first, Roadmaster was only a car mechanic, gifted with a real talent for tinkering with engines. But he wanted to be more than that, and he started to alter his own body to become a diesel-powered man-machine hybrid. Sadly for him, he didn't envision how toxic the exhaust gasses could become. He's now barely more than a shadow of the man he once was. However, his engine is still in perfect condition.
Specimen_BB_11| The Forgotten One| 220| 0| BB| 5480| 60| 1036| 1544| 613:AOE| 959:AOE| 42| 1:1:b;2:5:b;1p:10:b;2p:15:b| CAPTAINPEACE| | 1:ability_regen;2:ability_regen_plus| 38| 55| n;n;s| Sworn Revenge| Bone Storm| In life, she had a name, a family. But as a collector of bone dice, she was mistaken for a witch. While she was about to be burnt by the angry mob, she managed to run away, but was soon recaptured by a tribe of nomads. One morning, while the tribe was preparing to leave, they involuntarily left her behind, locked up in an improvised cell in the ruins they were camping in. That's how her life ended, forgotten even by those who imprisoned her... In death, she swore vengeance on all those who wronged her, ready to claim their bones one by one, to add to her collection.
Specimen_BC_11| Ragefang| 80| 20| BC| 2367| 60| 202| 303| 202| 303| 42| 1:1:b;2:5:c;1p:10:b;2p:15:c| LEGEND| BC_11x[A-F][A-F]_*+BC_11x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -5| -10| n;n;s| Rabid bite| Fury claws| The very embodiment of destructive fury, Ragefang is a degenerate, bloodthirsty entity in perpetual need of violence. This creature was created by mixing all strains of the rabies virus, then injecting it into various living creatures, to keep only the most aggressive of them. Ragefang won't hesitate to pounce on its enemies, scratching and biting them, without even waiting for you to ask, succumbing to its rage impulses. Be careful that it doesn't attack you!
Specimen_BD_11| Cooktouille| 250| 20| BD| 1920| 60| 720| 1080| 720| 1080| 42| 1:1:b;2:5:d;1p:10:b;2p:15:d| LEGEND| BD_11x[A-F][A-F]_*+BD_11x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -24| -41| n;n;s| Overcooked Acid| Deadly Stew| Once an ordinary sewer rat, he's been saved from a certain death by Darwin by hybridating him after he had swallowed rat poison near a French restaurant, "Chez Rémy". Still a gourmet, Cooktouille now wants to show the world that he can be a mean cook too...
Specimen_BE_11| Oculys| 250| 20| BE| 2171| 60| 1113| 1669| 1113| 1669| 42| 1:1:b;2:5:e;1p:10:b;2p:15:e| LEGEND| BE_11x[A-F][A-F]_*+BE_11x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -35| n;n;s| Blood Wink| Ocular Beam| No way to hide anymore, its gaze will follow you wherever you are. This viscous and glassy-looking creature is composed of hundreds of animated eyeballs around a central entity. Some of these eyes are thought to be of human origin
Specimen_BF_11| Acheron| 180| 0| BF| 2926| 60| 1480| 2059| 740:AOE| 1330:AOE| 42| 1:1:b;2:5:f;1p:10:b;2p:15:f| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus| 34| 41| n;n;s| Imprison Soul| Thundering Shock| The Soul Collector is a total mystery. He has appeared out of nowhere during the Halloween event, looks like a being of pure energy wrapped in bandages and seems to have a passion for collecting the souls of mutants. He keeps the souls he collects in geometrical urns but why? What are his intentions?\n- Darwin
Specimen_CA_11| The Reef| 140| 0| CA| 1277| 60| 577| 866| 577| 866| 42| 1:1:c;2:5:a;1p:10:c;2p:15:a| GACHA| | 1:ability_strengthen;2:ability_strengthen_plus| 8| 13| n;n;s| Emergency Phaser| Binocular Ray| Originally a human lifeguard, The Reef was modified in the Psy-Lab to become the ultimate beach rescue machine. His cybernetic enhancements made him stronger and faster, and it appeared to increase his fanbase. He unlocked his full potential by using modified, laser-powered versions of his standard lifeguard equipment. He is now able to use his rescue can like a surfboard to rush wherever he is needed.
Specimen_CB_11| Dissension| 265| 20| CB| 2081| 60| 827| 1224| 575:AOE| 874:AOE| 42| 1:1:c;2:5:b;1p:10:c;2p:15:b| LEGEND| CB_11x[A-F][A-F]_*+CB_11x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 10| 39| n;n;s| Heart Grab| Soul Feast| Before earning his name, he was a mercenary, fighting anyone or anything, as long as he could get some money. Out of overconfidence, he accepted a contract to steal a sword that was rumored to grant immortality to its bearer. He fought every guardian of the sword. When he seized the weapon, covered in the blood of his enemies, dark chains erupted from the weapon and bound it to his back, locking it in place through a powerful curse. A curse that would be broken when he would die of old age. But he was immortal, and that fact took a heavy toll on his mind. His sanity broken, being a mercenary was no longer enough. He had become Dissension, an undying entity, led by madness through chaos.
